ssn,gender,job,city,dob,name
4501-0065851-3,M,"Programmer, systems",Antipolo,1978-07-16,Michael Franklin
5341-0345130-5,M,Television/film/video producer,Imus,1995-11-12,Richard Castillo
6423-1467247-5,M,"Surveyor, insurance",Bacolod,1984-09-14,Eugene Anderson
7458-9703519-8,F,Operational researcher,Palayan City,1974-10-23,Jill Richmond
8196-1259392-5,F,"Optician, dispensing",Bacoor,1989-07-19,Kendra Reed
8250-7176694-7,M,Interior and spatial designer,Valenzuela,1983-10-20,Austin Baker
8895-4361894-1,M,Special effects artist,Tagbilaran City,1990-02-08,Edwin Stein
8907-5932151-5,F,English as a second language teacher,Butuan,1998-11-29,Jean Deleon
9688-7802578-5,M,"Education officer, museum",Taguig City,1977-11-26,Robert Stout
9990-4479179-5,F,Newspaper journalist,Bacolod,1975-02-06,Crystal Lee
0025-9818973-8,F,"Chemist, analytical",Masbate,1978-01-04,Joyce Young
0280-5163118-8,F,Archaeologist,Cadiz,1980-12-25,Carol Hatfield
0305-5648023-3,F,Occupational hygienist,Cadiz,2000-02-25,Angela Burke
0408-5284668-9,M,"Psychologist, clinical",Tagbilaran City,1982-08-25,Melvin White
0605-3259455-5,M,"Engineer, site",Laoag,1995-06-04,Nicholas Hatfield
0833-2634517-5,F,Tax inspector,Malolos,1999-02-24,Katherine Nguyen
2180-9948523-4,M,Systems analyst,Kidapawan,1971-09-09,Dennis Cox
2183-4615455-6,F,Firefighter,Maasin,1974-07-21,Donna Evans
2346-1534402-9,F,Learning disability nurse,Kidapawan,1976-09-14,Karen Donaldson
2596-5105310-7,F,Call centre manager,Cadiz,1995-03-25,Melissa Dixon
2899-3892241-8,F,Leisure centre manager,Malaybalay,1986-07-05,Katrina Mcbride
2961-5417930-7,M,"Education officer, museum",Naga City,1986-04-01,Jason Gillespie
4117-4934260-2,M,"Engineer, manufacturing systems",Cadiz,1976-09-15,Austin Wilson
4230-8066964-7,M,Advice worker,Talisay,1988-01-14,Troy Parker
5070-9654654-0,F,Health and safety adviser,Cebu City,1996-05-03,Megan Gallagher
5638-5731744-3,M,Chief of Staff,Imus,1985-01-04,Bradley Walker
5933-7290166-1,F,Audiological scientist,Quezon City,1973-02-04,Amanda Caldwell
7378-0077910-3,F,"Engineer, maintenance (IT)",Dasmarinas,1986-01-05,Heather Villa
8659-5669500-8,M,Counsellor,Bacolod,1994-06-22,David Swanson
9073-2433494-1,F,Nature conservation officer,City of Paranaque,1995-01-25,Michelle Rodriguez
9772-3505899-3,M,Sales executive,Santiago,1990-11-04,Joseph Lester
0720-6751495-1,F,Stage manager,Palayan City,1992-10-28,Jessica Sanchez
3178-1937289-4,F,Politician's assistant,Quezon City,1988-12-01,Amy Esparza
3292-9241681-6,M,Artist,San Jose del Monte,1991-08-10,Christian Byrd
3491-0140380-3,F,Financial controller,Pasay City,2000-04-28,Lindsay Fisher
3531-1213042-2,F,Learning mentor,Mati,1982-09-07,Sarah Guzman
4036-9503557-9,M,Public affairs consultant,Tagum,1976-07-07,William Thomas
4516-7537520-4,F,Child psychotherapist,City of Calamba,1998-03-14,Rebecca Travis
4828-6049364-5,M,Hospital doctor,Mabalacat,2001-05-19,Gary Clark
4899-0085485-1,F,Magazine journalist,Mandaluyong City,1987-04-09,Joy Thomas
6446-3143238-8,M,"Radiographer, therapeutic",Makati City,1972-06-21,Matthew Mason
6451-8677399-0,F,"Editor, commissioning",Tagbilaran City,1993-05-05,Emily Miller
6675-1032119-1,F,"Administrator, charities/voluntary organisations",Sorsogon,1977-07-11,Teresa Barrera
7883-9844353-6,M,"Engineer, building services",Mandaluyong City,1987-01-07,Richard Ewing
8312-7832403-6,M,"Radiographer, therapeutic",Cabuyao,1985-10-13,Derrick Moore
9033-7605987-3,F,Advertising account executive,Tarlac City,2002-02-25,Christina Tanner
9271-7434044-0,F,Sales promotion account executive,San Jose del Monte,1984-06-16,Sandra Parker
9656-3919404-0,F,Police officer,Marikina City,1986-08-26,Kathleen Walton
0083-1830862-7,M,"Administrator, local government",San Fernando,1994-06-23,Eric Ruiz
0666-2127885-8,M,Recycling officer,Manila,1995-02-18,David Potts
0696-1579659-3,M,"Therapist, horticultural",Quezon City,1994-01-29,Jesse Singleton
0908-4689999-5,F,Financial adviser,Lipa City,1997-02-17,Alexandra Lowe
1205-7039400-2,M,"Teacher, secondary school",Calapan,1989-02-18,Michael Medina
1404-2215567-4,M,"Scientist, product/process development",Valenzuela,1986-01-11,Matthew Martinez
1420-2891837-8,F,Ship broker,Digos,1979-07-15,Linda Rodriguez
1942-1991309-1,F,"Research officer, political party",Tagum,1997-06-16,Jill Robles
2198-3392916-2,F,Land,San Fernando,1985-03-20,Megan Nelson
3650-7602263-2,F,Veterinary surgeon,Marikina City,1999-04-25,Sandy Cherry
6121-0795098-1,M,Midwife,Calapan,1981-09-09,Michael Martin
6910-2608604-7,M,Glass blower/designer,Quezon City,1990-05-04,Nathan Hill
7386-8851007-6,F,Dramatherapist,Sorsogon,1994-05-01,Mary Mckinney
7653-5450017-8,F,Accounting technician,Dumaguete City,1979-04-21,Anna Hall
8395-0631532-0,F,"Scientist, marine",Meycauayan,1976-04-21,Lauren Richardson
8549-6237651-3,M,Pensions consultant,City of Calamba,1991-11-19,Jose Mitchell
8763-8811394-6,F,"Pharmacist, hospital",Cebu City,1980-11-15,Amy Jones
9442-6354368-3,M,"Engineer, site",Mati,1997-05-13,James Young
9636-3101284-5,F,Best boy,Malabon,1984-04-27,Cynthia Reed
9663-7846561-1,F,"Doctor, hospital",Oroquieta,1996-11-14,Maureen Perez
0457-4201077-7,M,Publishing copy,Davao,1986-04-27,Douglas Reed
0667-5661594-5,M,Hydrogeologist,Tagbilaran City,1977-08-04,Shaun Garcia
1253-3482047-8,M,Operational researcher,San Fernando,1987-08-31,Willie Miller
2309-4988844-2,F,Facilities manager,San Pedro,1995-04-19,Rose Vega
3118-8019723-5,M,Personnel officer,Kidapawan,1971-07-14,Robert Mendez
3593-2661699-4,M,Advertising account planner,Cabuyao,2004-12-23,Tommy Young
3604-9921428-0,F,Mental health nurse,Makati City,1993-09-16,Hannah Caldwell
4239-9685530-9,F,Community development worker,Marikina City,1983-12-19,Sharon Compton
4431-1232184-9,M,Curator,Mandaluyong City,1979-08-20,Chad Lopez
4584-6180519-4,M,Architect,Batangas,1999-11-01,Jerry Pena
5117-6733394-4,F,Tourist information centre manager,Mandaue City,1989-10-15,Kimberly Lawson
5639-7430421-6,F,Health service manager,Mandaue City,1988-02-17,Kristie Bennett
5838-2974278-8,M,"Conservation officer, historic buildings",Ilagan,1983-03-24,Sean Bell
6305-1870039-5,M,Plant breeder/geneticist,Mabalacat,1981-07-06,Steven Coleman
6783-5155092-5,F,Tax inspector,Cebu City,1993-05-07,Shannon Porter
7277-9166226-7,M,"Teacher, early years/pre",Meycauayan,1978-07-01,Steven Hansen
7386-4984714-4,M,"Editor, magazine features",Dumaguete City,1987-11-01,Thomas Pitts
7401-7057132-2,F,Adult nurse,Cabuyao,2000-06-06,Julie Long
8069-1100956-9,F,Civil Service fast streamer,Iligan,1977-02-22,Pamela Shepherd
8080-6569752-6,M,Set designer,Malaybalay,1982-03-06,James Lopez
8383-0865144-9,M,Clinical molecular geneticist,General Trias,1990-05-31,Michael Wolfe
0058-4966431-8,M,Astronomer,Lucena,1989-11-08,Randall Strickland
0378-6728139-3,F,"Conservator, furniture",Navotas,1973-01-23,Colleen Blair
0384-4794223-7,F,Medical illustrator,Butuan,1978-04-03,Mary Poole
0445-9704138-7,F,Leisure centre manager,Bacolod,1994-06-11,Susan Gomez
0483-4807321-7,F,Health visitor,Mati,1975-02-07,Vickie Wright
1421-0585840-1,F,Food technologist,San Jose del Monte,1989-01-23,Diane Riddle
1466-4773099-7,F,Media planner,Sorsogon,1982-11-06,Sharon Sanchez
2043-3566211-5,M,Television camera operator,Malaybalay,1995-06-27,Charles Wilson
3497-5177895-0,F,"Teacher, early years/pre",Roxas City,1986-05-29,Stacey Dixon
4034-6931010-4,M,Retail merchandiser,Mabalacat,1975-01-08,Jason Powers
4078-0152630-2,M,Textile designer,General Santos,1971-07-03,Michael Miller
4129-9203779-8,F,Systems developer,Laoag,2001-04-23,Kathy Gill
4311-1154097-2,F,Medical laboratory scientific officer,Balanga,1983-03-12,Amanda Khan
4428-3393450-1,F,"Nurse, children's",Surigao,1987-10-07,Carrie Jackson
5249-8670630-7,F,Information officer,Mandaue City,1977-11-03,Julie Williams
5811-8663971-4,M,"Designer, television/film set",Balanga,1993-10-11,Ronald Krause
6396-7674325-1,F,Radio broadcast assistant,Dasmarinas,1971-06-03,Colleen Lewis
7129-6288828-2,M,Clinical molecular geneticist,San Fernando,1972-02-14,Jason Erickson
7404-0629864-9,M,Forensic psychologist,Legazpi City,2001-05-01,Austin Mendoza
8079-2062509-0,M,Games developer,Cabuyao,1980-08-24,Stephen Carroll
8258-9801572-3,M,Water engineer,Maasin,1979-11-29,David Daniels
9952-8166685-4,M,Careers information officer,Cotabato,1975-10-31,William Montgomery
0173-2778841-5,M,Neurosurgeon,San Fernando,1973-11-13,Jason Rush
0559-9293398-4,F,Artist,Tacloban,1984-08-28,Jillian Gonzalez
1094-7722297-7,M,Chiropractor,Taguig City,1977-09-22,Robert Lee
1751-5659347-4,M,"Editor, film/video",Valenzuela,1993-07-12,Douglas Wilson
2044-5909693-7,M,Dancer,Dipolog,1975-12-25,Bobby Garner
2491-2122214-7,F,Catering manager,Mandaue City,1979-08-21,Jenna Fisher
2835-0362094-9,F,Lobbyist,Mati,1974-01-24,Penny Jacobs
4335-2394003-7,F,Electrical engineer,City of Paranaque,1991-06-09,Melissa Walsh
5067-4931804-9,F,Patent examiner,Talisay,1987-02-17,Andrea Durham
5744-3188546-9,M,Press photographer,Naga City,1994-03-08,Robert Caldwell
6240-7434638-3,M,Clinical biochemist,General Santos,1984-09-16,Matthew Ruiz
6459-3313772-6,M,Armed forces technical officer,Taguig City,1990-04-03,Jacob Kaufman
7658-4754358-6,M,Medical sales representative,Iloilo,1999-08-14,John Guzman
8814-4078691-6,F,Mudlogger,Taguig City,1993-08-16,Selena Anderson
9408-0008630-9,M,"Radiographer, therapeutic",Lipa City,1973-03-30,Joshua Walker
1142-1485569-2,F,"Scientist, research (medical)",Pagadian,1981-03-15,Tiffany Ross
1225-1533452-6,M,Sports coach,Kidapawan,1978-05-16,Edward Wood
3556-0937582-8,F,Television camera operator,Makati City,2004-06-11,Lacey Contreras
3596-9689234-4,F,Oncologist,Tagbilaran City,1977-07-31,Kaylee Patel
3641-5577387-4,M,IT consultant,Sorsogon,1992-03-15,Eric Miller
3943-4524371-0,M,Licensed conveyancer,Dumaguete City,2000-03-24,John Carroll
4007-0732517-5,F,"Lecturer, higher education",San Pedro,1976-05-05,Amy Romero
4610-6297068-6,F,"Production assistant, radio",Cabuyao,1995-06-26,Rhonda Davis
4712-8688342-4,M,"Programmer, systems",Dagupan City,1994-06-09,Timothy Collier
6370-6290991-2,M,Archivist,Surigao,1989-08-31,David Riley
7694-5053044-9,F,"Psychotherapist, dance movement",Tuguegarao,1973-01-12,Gail Campbell
7933-9552112-0,F,"Administrator, charities/voluntary organisations",Cotabato,1995-05-15,Erin Bell
8508-5243068-6,M,"Designer, fashion/clothing",Ormoc,1991-01-24,Michael Mosley
8879-5057573-8,M,Chartered legal executive (England and Wales),Cabuyao,1995-02-24,Nicholas Mccormick
9035-7260703-8,F,Lawyer,Iligan,1973-08-30,Shelby Davis
9101-8393257-6,M,"Psychologist, forensic",Lipa City,1981-04-25,James Salazar
9115-0354836-4,M,Insurance broker,Calapan,1987-02-23,Andrew Reyes
9178-6459008-9,F,Operational investment banker,San Fernando,1989-05-10,Angela Sutton
9193-7823827-3,F,Air broker,Tarlac City,1986-12-08,Jennifer Giles
9239-2029099-8,F,Town planner,Masbate,1972-12-19,Megan Hines
9531-4993060-1,F,Tourist information centre manager,Ilagan,1986-05-11,Danielle Martin
0172-0529700-9,M,Housing manager/officer,Tarlac City,1993-08-27,Corey Bell
0174-7519297-1,M,Estate agent,Vigan,1984-07-26,Brian Anderson
0593-0141478-6,F,"Nurse, adult",San Fernando,1993-06-11,Norma Glover
1033-3915083-6,M,Occupational psychologist,Mandaluyong City,1988-03-21,Noah Ramirez
1619-5982995-7,M,Structural engineer,Caloocan City,1977-03-19,David Baxter
1910-6665819-6,F,"Lighting technician, broadcasting/film/video",Baguio City,1986-03-16,Katie Fischer
2310-2444940-1,F,Heritage manager,Meycauayan,1987-09-05,Monica Kirk
2586-7207204-9,F,Special effects artist,Tarlac City,1987-08-09,Rachael Howell
3310-8961185-4,F,Ergonomist,Butuan,2001-05-17,Jennifer Jacobs
4710-8316405-3,F,Recruitment consultant,Malolos,1978-08-31,Deborah Matthews
4996-9497877-3,F,Network engineer,Cabanatuan City,1993-01-22,Taylor Patton
5509-9505415-7,M,Soil scientist,Quezon City,1997-03-22,Marvin Anderson
5675-9501702-2,M,"Engineer, maintenance (IT)",Imus,1998-06-25,Juan Krueger
5992-1416900-9,F,Restaurant manager,Dagupan City,1973-05-06,Kathleen Spencer
6004-9460883-0,M,"Designer, jewellery",Cotabato,1973-02-22,John Cook
6220-0261122-0,F,Secondary school teacher,Tagum,1975-12-10,Kimberly Russell
6972-4139493-4,F,Learning disability nurse,General Santos,1975-06-17,Megan Erickson
7132-2574823-9,F,Veterinary surgeon,Tagum,1971-03-08,Claire Mcdaniel
7229-5617764-2,M,"Engineer, manufacturing systems",Cotabato,1990-01-15,James Smith
8549-6611674-6,F,"Designer, ceramics/pottery",Masbate,1979-06-20,Sarah Hernandez
8606-0504154-6,F,"Teacher, adult education",Dasmarinas,1994-07-02,Charlotte Wolfe
9014-6154702-5,M,Video editor,Dipolog,2000-01-15,Willie Barrera
9360-1744485-6,F,Estate manager/land agent,Calapan,1974-10-27,Michelle Jones
0009-7536924-1,M,"Scientist, physiological",Batangas,2005-09-08,Logan Green
0013-8459708-7,F,"Radiographer, therapeutic",Lipa City,1993-08-18,Shannon Lopez
0484-2878696-8,M,"Teacher, adult education",Lipa City,1976-10-05,Douglas Mendoza
0518-4993339-4,M,Trade union research officer,Caloocan City,1981-12-31,Robert Flynn
0942-2632645-7,M,Ophthalmologist,Lipa City,1990-07-05,Joseph Garcia
1016-7587763-0,M,Race relations officer,San Fernando,1974-08-17,Joshua Beck
1438-2875898-8,M,"Chemist, analytical",Tarlac City,1980-07-29,Jeremy Smith
1473-6685728-5,F,Operational researcher,Surigao,1983-06-19,Alexandra Brown
1738-5761968-1,F,Personnel officer,Malolos,2001-04-24,Alexis Cochran
2632-9142864-2,M,Paramedic,Santiago,1982-03-30,Phillip Stephens
2753-4155180-8,M,Media planner,Malabon,1985-04-27,Terry Lowe
2774-2744398-2,M,Geophysicist/field seismologist,Bacolod,1981-11-02,Sean Reid
2895-0876877-2,F,Diplomatic Services operational officer,Mandaluyong City,1978-06-04,Mary Reid
3390-6088528-7,F,"Therapist, nutritional",Mandaue City,1980-11-12,Melinda Lane
3426-4449582-0,M,Teaching laboratory technician,Iligan,1985-04-24,William Perry
3544-2668147-5,F,Press photographer,Palayan City,1990-10-09,Theresa Foley
4633-4330338-6,M,Music therapist,Meycauayan,1996-08-02,Keith Cole
4655-8606992-5,F,Tax adviser,Puerto Princesa,2002-09-11,Elizabeth Buchanan
5531-0598269-9,F,Hotel manager,Talisay,1993-05-27,Julia Joseph
5548-1663705-8,F,"Production assistant, television",Imus,1995-04-26,Susan Johnson
5947-0674114-8,F,Lawyer,San Jose del Monte,2000-12-11,Beverly Wagner
6324-4624282-9,M,"Surveyor, minerals",Pagadian,1988-10-31,Mark Kennedy
6439-1840558-6,M,Sport and exercise psychologist,Santiago,1986-07-08,Steven Martin
6630-1089012-8,M,Research scientist (physical sciences),Butuan,1980-12-09,Raymond Maldonado
7494-4776312-3,F,"Social research officer, government",Laoag,1977-02-25,Patricia Richardson
7900-4979412-3,M,"Administrator, arts",Masbate,1991-08-19,Steven Jenkins
8423-5896441-1,M,Energy manager,Digos,1988-02-16,Justin Keller
8702-4788494-4,F,"Sound technician, broadcasting/film/video",Sorsogon,1989-06-07,Shelby Holder
9777-7241971-1,M,Animator,Bacolod,1994-08-12,Christopher Silva
0248-8109089-3,M,Careers information officer,Dipolog,1982-09-27,Samuel Lane
1169-9490041-2,F,Furniture designer,Masbate,1979-09-21,Kelly Mcdonald
1515-7793552-2,F,Academic librarian,Meycauayan,1982-01-14,Patricia Gardner
2596-6793910-9,F,Clinical molecular geneticist,Talisay,1985-02-01,Lisa Beck
3018-4935713-0,M,Translator,Mandaluyong City,1975-06-30,John Hill
3621-2658479-3,M,Occupational hygienist,Cebu City,1994-07-08,Charles Rivera
4156-3922040-4,F,Hospital pharmacist,Roxas City,1999-05-05,Emily Sanchez
4277-3224327-9,F,"Designer, ceramics/pottery",Catbalogan,1981-02-07,Alexandra Bell
4349-9623395-0,M,Theatre manager,Kidapawan,1988-03-09,Jeffery Herrera
5937-2055518-5,F,"Engineer, biomedical",Mandaue City,1986-12-17,Mary Dougherty
6184-5951185-4,M,"Scientist, research (physical sciences)",Pasay City,2000-05-21,Anthony Bradford
6417-2957470-9,M,Media buyer,Surigao,2003-04-25,Jonathan Harris
6933-5828625-3,F,"Horticulturist, commercial",Pasig City,1981-03-24,Angela Crawford
7259-1777896-5,M,Financial risk analyst,Laoag,2000-05-26,Benjamin Monroe
7703-6014861-7,F,Physiotherapist,Bacolod,1990-10-07,Kristina Estes
8289-9001054-0,F,Patent examiner,Ormoc,1975-01-27,Jennifer Gibbs
8392-0791766-8,M,IT consultant,Oroquieta,1985-01-26,Randy Kennedy
8557-8559859-7,F,Armed forces logistics/support/administrative officer,Meycauayan,1993-08-02,Cathy Santana
8992-7071367-4,F,Advertising account planner,Valenzuela,1984-03-19,Shirley Peterson
9538-6186196-2,F,Risk manager,Makati City,1981-04-18,Megan Rowe
9880-4849099-3,M,"Physicist, medical",Makati City,1998-04-12,Matthew Gray
0849-0078463-0,M,Chief Financial Officer,Valenzuela,1992-11-12,Scott Walsh
0971-7282333-5,M,Orthoptist,Lucena,1973-12-20,Richard Stephens
1351-1349625-5,M,Special effects artist,Baguio City,1998-10-27,Angel Thompson
1393-6595373-0,M,Insurance underwriter,Pagadian,1976-11-25,Christopher Hansen
1407-0579998-1,M,Leisure centre manager,Legazpi City,1998-01-22,Joshua Anderson
1975-0318847-4,F,"Journalist, newspaper",San Pablo,1975-08-13,Wendy Odonnell
2071-5530908-9,F,Chartered accountant,Tagbilaran City,1990-04-14,Kimberly Cunningham
2431-8997294-4,F,Orthoptist,Naga City,1982-08-14,Victoria Horn
2704-3471412-6,F,"Psychologist, prison and probation services",Tagbilaran City,1978-06-04,Lindsay Murray
2915-2961483-5,F,Technical author,San Juan,1993-06-26,Michele Roberts
3185-4505117-7,F,"Psychologist, sport and exercise",Makati City,1998-02-25,Kimberly Williams
3436-4232776-8,M,Waste management officer,Pasig City,1987-11-30,Steven Brown
3633-2200058-1,M,"Journalist, broadcasting",Mabalacat,1978-11-12,Joel Rivera
3659-6253178-3,F,Commissioning editor,Tuguegarao,1979-11-14,Elizabeth Myers
4819-3813501-7,M,"Surveyor, building control",San Pedro,2001-03-22,William Allen
5111-1244825-1,F,"Lecturer, higher education",Zamboanga City,1999-07-03,Elizabeth Jackson
5121-5496243-4,M,Magazine features editor,Santa Rosa,1971-06-08,Brian Hernandez
5610-2035850-5,F,Archaeologist,Malaybalay,1978-09-15,Sarah Hall
6306-2635888-4,F,Engineering geologist,Palayan City,1987-11-20,Emily Burch
6484-2489949-1,F,Photographer,Malolos,1984-02-21,Karen Cox
6585-3806734-0,M,Freight forwarder,Butuan,1998-11-04,Thomas Wells
6827-2017847-9,F,Ambulance person,Meycauayan,1995-04-17,Sandra Fitzgerald
7931-1139842-1,F,Dance movement psychotherapist,Roxas City,1978-10-07,Donna Ward
8339-8952350-6,M,Armed forces training and education officer,Tacloban,2000-02-24,John Rosario
8354-6867394-9,F,"Lecturer, further education",Lucena,1974-02-11,Michele Anderson
8466-6525744-8,M,Television floor manager,Talisay,1992-05-31,Dylan Goodwin
0022-8835802-7,M,Systems analyst,Manila,2001-03-18,Michael Johnston
1113-4707320-3,M,"Journalist, magazine",Mati,1979-10-06,Alexander Watkins
1503-9973314-6,M,Tax inspector,Naga City,1985-03-31,Gregory Miller
1608-3821787-1,F,Marine scientist,Dipolog,2000-11-21,Jill Barnes
2433-8654238-4,F,Holiday representative,Baguio City,1976-07-07,Andrea Campbell
2583-0975176-1,F,Patent examiner,Sorsogon,1993-08-15,Mary Dillon
3189-5850254-4,M,Forest/woodland manager,Iloilo,1978-11-02,William Patton
3253-9652772-9,M,Patent examiner,San Pedro,1986-04-24,Gary Ellis
3283-0189542-8,F,Media planner,Malaybalay,1995-12-26,Tiffany Solis
3810-0500396-2,F,Chartered legal executive (England and Wales),Ormoc,1992-06-10,Bonnie Austin
4520-6599817-7,M,Quarry manager,Puerto Princesa,1995-07-12,Ronald Griffin
6600-9182022-2,F,Copy,San Fernando,1980-10-07,Pamela Cox
7194-5694297-1,F,Glass blower/designer,Balanga,2000-05-29,Olivia Torres
7567-6024824-3,M,Mining engineer,San Juan,1972-01-25,Andrew Hall
7949-7660072-6,M,Phytotherapist,Quezon City,1982-06-21,Craig Miller
8673-0694629-4,F,Textile designer,City of Paranaque,1994-03-30,Pamela Hernandez
8767-5962928-1,M,Ship broker,Taguig City,1977-11-25,John Young
